index,latitude,longitude,calczip
5335,29.62088395,-95.31186685,77048
5377,29.60782635,-95.40922537,77047
5422,29.80935475,-95.52802270000001,77080
5492,29.81510606,-95.38273028,77022
5709,30.048993300000003,-95.2160573,77339
5728,30.048993300000003,-95.2160573,77339
5831,29.75392152,-95.6061096,77077
5838,29.74008473,-95.41429664,77019
5864,29.67105098,-95.60430156,77099
5911,29.867309000000002,-95.3565304,77093
6095,29.706230100000003,-95.40301521,77030
6121,29.588778700000002,-95.46056155,77053
6266,29.87410544,-95.47698221,77088
6327,29.69927794,-95.47619639,77081
6332,29.93445397,-95.41548916,77060
6344,30.03728638,-95.24701672,77339
6361,29.75120349,-95.36819455,77002
6458,29.80425651,-95.55661772,77043
6466,29.67268172,-95.49378206,77096
6470,29.67104139,-95.49373622,77096
6504,29.60789682,-95.4102478,77047
6581,29.62100029,-95.43265523,77045
6625,29.85081477,-95.2741165,77078
6656,29.74639138,-95.38481141,77006
6669,29.66679762,-95.60055541,77099
6729,30.06247045,-95.19533816,77339
6811,29.68753049,-95.53762057,77036
6921,29.67348085,-95.33934015,77033
6922,29.67686072,-95.34883874,77033
6993,29.77717201,-95.36432636,77201
7122,29.69812953,-95.37118520000001,77021
7145,29.768612100000006,-95.32655335,77020
7147,29.69288821,-95.3593292,77021
7301,29.73534213,-95.38883982,77006
7319,29.82123839,-95.43277668,77018
7421,29.78124054,-95.58159638,77079
7427,29.68622009,-95.33747872,77033
7635,29.744211199999995,-95.35475159,77003
7734,29.8442669,-95.41802985,77018
7915,29.60604867,-95.26023109,77075
7917,29.714836100000003,-95.31547542,77023
7923,29.84962278,-95.3785018,77076
7925,29.80582426,-95.41017913,77008
7980,29.85452646,-95.30050662,77016
7989,29.81308561,-95.3935317,77022
7997,29.63840666,-95.34501637,77048
8099,29.751214899999997,-95.35173036,77003
8122,29.85840037,-95.39105991,77076
8171,29.88112266,-95.45468137,77088
8209,29.74392711,-95.4517747,77027
8336,29.67123219,-95.28915416,77087
8391,29.76887134,-95.59072124,77079
8400,29.77032091,-95.59155267,77079
8439,29.85941715,-95.35296647,77093
8451,29.61241436,-95.42769441,77045
8469,29.69621668,-95.29191754,77087
8476,29.77755352,-95.36326603,77201
8501,29.78252609,-95.36469259,77009
8554,29.66311268,-95.55957803,77031
8697,29.78652773,-95.58711245,77079
8809,29.75038709,-95.3650207,77002
8852,29.69213477,-95.4881745,77081
8860,29.73616607,-95.26035313,77012
9044,29.85460083,-95.37993632,77076
9048,29.802940399999997,-95.49112705,77055
9212,29.59607935,-95.12170571,77059
9283,29.84951022,-95.34725568,77093
9363,29.81883808,-95.29791252,77028
9381,29.75424756,-95.59696969,77077
9462,29.73616607,-95.26035313,77012
9571,29.86700813,-95.29160313,77016
9598,29.5543929,-95.13826077,77598
9617,29.61241436,-95.42769441,77045
9678,29.83127413,-95.36135854,77022
9707,29.80931097,-95.37511437,77009
9744,29.70806118,-95.28079989,77012
9775,29.86220354,-95.32072452,77093
9790,29.65632067,-95.48689263,77035
9911,29.76322066,-95.21120639,77547
10035,29.79193109,-95.32982627,77026
10056,29.85654643,-95.3465577,77093
10232,29.81053264,-95.38350969,77022
10241,29.74887272,-95.33857735,77003
10312,29.78888886,-95.38078307,77009
10434,29.67574883,-95.48640438,77096
10444,29.6111901,-95.23955521,77075
10455,29.68808744,-95.47090920000001,77096
10655,29.68787184,-95.35328674,77021
10659,29.83810658,-95.25550384,77078
10675,29.81695741,-95.29792316,77028
10735,29.69812953,-95.37118520000001,77021
10922,29.83961202,-95.37164954,77022
10961,29.74686232,-95.38567348,77006
10963,29.79615981,-95.25883488,77013
10999,29.76096151,-95.6372528,77077
11021,29.68741026,-95.47934723,77096
11049,29.78501884,-95.40686037,77007
11139,29.73354138,-95.34529884,77003
11730,29.69975094,-95.44322967,77025
11775,30.05396642,-95.210678,77339
11801,29.67762374,-95.39420323,77054
11828,29.93515197,-95.41271209,77060
12382,29.81310841,-95.39133466,77022
12452,29.71321618,-95.76904108,77450
12608,29.706230100000003,-95.40301521,77030
12664,29.78218449,-95.3293686,77020
12701,29.77866106,-95.50187727,77024
12755,29.73927124,-95.34582524,77003
12808,29.74987988,-95.48603812,77057
12875,29.7348041,-95.5357436,77063
12889,29.70388976,-95.3641281,77021
12917,29.87806338,-95.2882856,77016
12925,29.6602039,-95.44884496,77025
12940,29.81326107,-95.37258918,77022
12943,29.78809552,-95.35205069,77009
12956,29.66805462,-95.3327941,77033
13032,29.82759279,-95.48879241,77092
13088,29.79426005,-95.40561687,77008
13103,29.8522988,-95.39952075,77076
13145,29.68426124,-95.3719407,77021
13176,29.88300331,-95.20848640000001,77044
13246,29.91684527,-95.40055073,77060
13283,29.68573958,-95.47338097,77096
13309,29.68395049,-95.49353019,77096
13314,29.68395049,-95.49353019,77096
13317,29.66024408,-95.55805197,77031
13327,29.78603556,-95.37640376,77009
13357,29.67957117,-95.24259952,77017
13549,29.8629714,-95.62201613,None
13555,29.60667611,-95.21848288,77089
13631,29.74260896,-95.56950372,77042
13657,29.75392152,-95.6061096,77077
13752,29.74686232,-95.38567348,77006
13795,29.64190029,-95.42497874,77045
13813,29.72723199,-95.28534686,77012
13826,29.73960688,-95.26043709,77012
13850,30.01773342,-95.11263041,None
13851,30.00447453,-95.11066427,None
13894,30.0433005,-95.19709768,77339
13909,29.86021616,-95.33212282,77093
13912,29.77263823,-95.31742102,77020
13953,29.73916815,-95.4175643,77098
13998,29.83207703,-95.47691353,77092
14090,29.83027655,-95.30555720000001,77028
14119,29.80786893,-95.36536407,77009
14243,29.78511239,-95.40106959,77007
14330,29.58021936,-95.14044962,77062
14380,29.71619805,-95.35971066,77021
14423,29.6789131,-95.44908909,77025
14424,29.57551946,-95.51676173,77489
14498,29.68737787,-95.48184207,77096
14557,29.69470219,-95.27487175,77017
14578,29.85807999,-95.37975307,77076
14591,29.75731283,-95.39900212,77019
14625,29.79615777,-95.40236651,77008
14629,29.68786612,-95.30077361,77087
14676,29.68826109,-95.50279236,77036
14682,29.56992331,-95.11579905,77058
14725,29.63488573,-95.42255407,77045
14738,29.66125304,-95.26696012,77061
14740,29.85388003,-95.53139489,77040
14757,29.68320094,-95.36853796,77021
14764,29.80203065,-95.47198481,77055
14790,29.773183799999998,-95.55019377,77042
14841,29.85779869,-95.42307573,77091
14843,29.84727191,-95.39638545,77076
14889,29.56992331,-95.11579905,77058
14897,29.71135521,-95.52206822,77036
14902,30.02894281,-95.24462484,77339
14961,29.69084175,-95.49689479,77081
14964,29.68320094,-95.36853796,77021
14968,29.72814375,-95.32525648,77023
14978,29.77365312,-95.38034813,77201
14986,29.73392495,-95.34429926,77003
15075,29.704900800000004,-95.54668421,77036
15100,29.73745339,-95.42630774,77098
15159,29.838837800000004,-95.38130289,77022
15288,29.72505957,-95.37245179,77004
15291,29.85328473,-95.32762899,77093
15328,29.84812895,-95.54880554,77040
15375,29.80372047,-95.41804705,77008
15427,29.69281588,-95.26506806,77017
15481,29.56992331,-95.11579905,77058
15488,29.693902899999998,-95.35172282,77021
15501,29.96262653,-95.43062613,77067
15513,29.79227932,-95.37877211,77009
15580,29.73308468,-95.48042847,77057
15599,29.67809877,-95.32505043,77033
15622,29.76962428,-95.41637591,77007
15674,29.96262653,-95.43062613,77067
15680,29.7713107,-95.60223386,77079
15701,29.90163655,-95.29236717,77050
15744,29.61497968,-95.46987687,77085
15778,29.76897239,-95.40944671,77007
15782,29.7917061,-95.32398234,77026
15789,29.75392152,-95.6061096,77077
15827,29.64293861,-95.35964198,77051
15828,29.64293472,-95.36055764,77051
15830,29.64293859,-95.36151116,77051
15831,29.6009351,-95.46884924,77053
15832,29.70168312,-95.43429554,77025
15835,29.60198215,-95.47344216,77085
15840,29.58728869,-95.46131118,77053
15842,29.60198215,-95.47344216,77085
15849,29.597535999999998,-95.46114344,77053
15857,29.87314805,-95.30438988,77016
15865,29.5971641,-95.46027364,77053
15871,29.59621992,-95.46237189,77053
15878,29.59868052,-95.47006997,77053
15941,29.57198711,-95.12244411,77062
15949,29.86414529,-95.30495462,77016
15955,29.78255459,-95.34189611,77020
15962,29.78245531,-95.35923013,77009
16013,29.62521685,-95.21138127,77034
16086,29.643770299999996,-95.22252656,77587
16159,29.73196973,-95.45864106,77027
16177,29.67902951,-95.3430176,77033
16204,29.59163891,-95.45919329,77053
16262,29.64312347,-95.39705888,77045
16268,29.827678600000002,-95.51475523,77080
16320,29.60604867,-95.26023109,77075
16326,29.60652193,-95.35302628,77047
16411,29.87354667,-95.41741173,77091
16431,29.71767433,-95.61730191,77082
16451,29.62091166,-95.22080235,77034
16452,29.62303206,-95.22082198,77034
16461,30.048993300000003,-95.2160573,77339
16507,29.721855100000003,-95.37638091,77004
16520,29.84283869,-95.31613745,77016
16550,29.70021823,-95.30667869,77087
16567,29.82410425,-95.33238979,77026
16583,29.67107976,-95.49082952,77096
16752,29.86526307,-95.45138543,77091
16796,29.67888072,-95.26836406,77017
16847,29.733663800000002,-95.47176147,77056
16865,29.84978481,-95.342125,77093
16880,29.81245009,-95.78953026,None
16889,29.75264737,-95.53565212,77063
16937,29.87606428,-95.48368065,77088
16995,29.64175028,-95.49098194,77035
17037,29.73151206,-95.50264749,77063
17052,29.81308561,-95.3935317,77022
17191,29.73196973,-95.45864106,77027
17219,29.64618296,-95.24279026,77587
17264,29.76394282,-95.46341716,77056
17277,29.64293861,-95.35964198,77051
17320,29.748063000000002,-95.39358309,77006
17387,29.87852049,-95.36768385,77037
17427,29.76969593,-95.41153118,77007
17484,29.73333923,-95.50268559999999,77063
17497,29.72849468,-95.50259411,77063
17500,29.72838792,-95.51037588,77063
17506,29.76626196,-95.48217019,77024
17518,29.77985404,-95.46582771,77056
17529,29.78105594,-95.46582728,77056
17724,29.73616607,-95.26035313,77012
17881,29.77860837,-95.56252278,77079
18106,29.73616607,-95.26035313,77012
18206,29.84818435,-95.54272786,77040
18262,29.7671872,-95.32578284,77020
18265,29.81642717,-95.39254763,77022
18276,29.7728787,-95.40838617,77007
18277,29.79806891,-95.37717429,77009
18312,29.750057199999997,-95.47696692,77056
18313,29.59398459,-95.45573087,77053
18333,29.73013115,-95.3928376,77006
18445,29.63824646,-95.44978343,77045
18448,29.70707502,-95.32068641,77023
18463,29.86926452,-95.3702545,77076
18484,29.7660445,-95.28092194,77029
18546,29.84045782,-95.35266882,77093
18681,29.69877618,-95.59240716,77072
18724,29.80465329,-95.38193509999999,77009
18739,29.81809807,-95.39062504,77022
18763,29.63207236,-95.42643731,77045
18772,29.80988322,-95.49275965,77055
18831,29.76907737,-95.47293857,77056
18899,29.85522467,-95.36067194,77076
18967,29.68912496,-95.46471409,77401
19001,29.74495318,-95.33440386,77003
19026,29.82164003,-95.31658936,77026
19073,29.64138405,-95.35715492,77051
19075,29.64293861,-95.35964198,77051
19120,29.73753166,-95.29895025,77011
19237,29.72567355,-95.35883333,77004
19260,29.68511488,-95.41555289,77054
19314,29.66679762,-95.60055541,77099
19327,29.66353229,-95.44890588,77025
19410,29.66068263,-95.34171291,77033
19446,29.601328000000002,-95.49246211,77489
19463,29.84551047,-95.38734434,77076
19472,29.78149612,-95.38070685,77009
19487,29.77835076,-95.32484439,77020
19536,29.76511196,-95.4176178,77007
19545,29.65911305,-95.29722596,77061
19594,29.69009011,-95.48443594,77081
19603,29.87740528,-95.36737066,77093
19648,29.706230100000003,-95.40301521,77030
19684,29.80416293,-95.36668409999999,77009
19781,30.05151711,-95.24560884,77339
19799,30.05151711,-95.24560884,77339
19882,30.0532521,-95.12109412,77336
19925,29.7171132,-95.25999652,77012
19930,29.7171132,-95.25999652,77012
19945,29.81172366,-95.47946178,77092
20077,29.706230100000003,-95.40301521,77030
20087,29.72802923,-95.43223561,77046
20095,29.72979748,-95.51960085,77063
20137,29.83325945,-95.37150067,77022
20144,29.83487698,-95.36693574,77022
20146,29.55889893,-95.13591014,77598
20151,29.82938759,-95.37142938,77022
20167,29.79316322,-95.35900884,77009
20196,29.741676399999996,-95.49543771,77057
20221,30.06685455,-95.18294375,77345
20245,29.60894446,-95.19699045,77034
20341,29.73392495,-95.34429926,77003
20405,29.791776399999996,-95.31360828,77026
20430,29.6831031,-95.43521912,77025
20453,29.773183799999998,-95.55019377,77042
20459,29.7171132,-95.25999652,77012
20464,29.7171132,-95.25999652,77012
20490,29.779014500000002,-95.42656714,77007
20553,29.84551047,-95.38734434,77076
20562,29.935346600000003,-95.39860535,77060
20656,30.06362437,-95.13054112,77345
20672,30.06657726,-95.12735623,77336
20675,29.73849586,-95.50508728,77063
20696,29.694419800000002,-95.41438429,77054
20721,29.76681138,-95.40940084,77007
20743,30.06607295,-95.13256637,77345
20744,29.60536002,-95.26964569,77075
20747,29.73794931,-95.32550711,77011
20761,29.82993343,-95.32575362,77026
20779,29.87858583,-95.45058431,77088
20952,29.75392152,-95.6061096,77077
21002,29.84756468,-95.37181085,77076
21006,29.83773141,-95.3489927,77093
21007,29.83576614,-95.34817694,77093
21011,29.767387300000003,-95.41927341,77007
21018,29.75392152,-95.6061096,77077
21034,29.73794931,-95.32550711,77011
21041,29.87522691,-95.42807762,77091
21059,29.64811279,-95.28871367,77061
21107,29.70842921,-95.51866151,77036
21136,29.66679762,-95.60055541,77099
21140,29.66679762,-95.60055541,77099
21162,29.63723568,-95.33685309,77048
21168,29.77832612,-95.30528251,77020
21270,29.66750156,-95.32869729,77033
21381,29.78212358,-95.29791253,77020
21418,29.80831158,-95.53582755,77080
21425,29.73606681,-95.35453027,77003
21430,29.60604867,-95.26023109,77075
21543,29.67586134,-95.31587971,77087
21739,29.80262938,-95.54484564,77080
21749,30.00580197,-95.10932154,None
21752,30.00580197,-95.10932154,None
21782,29.78046882,-95.79644165,None
21809,29.7582798,-95.36896511,77201
21817,29.74573902,-95.37638094,77002
21939,29.77423473,-95.40225973,77007
21980,29.78153603,-95.29163368,77020
22072,29.83685887,-95.46974939,77092
22084,29.71185683,-95.48888391,77081
22117,29.88709715,-95.30800252,77016
22135,29.55108359,-95.13830512,77598
22146,29.65911045,-95.34311974,77033
22226,29.76029778,-95.26992039,77029
22261,29.74392711,-95.4517747,77027
22285,30.06319563,-95.18758319,77345
22298,29.81394584,-95.40818011,77008
22378,29.66854086,-95.58518986,77099
22405,29.72319219,-95.32320406,77023
22408,29.69544212,-95.37314613,77021
22430,29.69520188,-95.37232973,77021
22434,29.69425382,-95.36917112,77021
22443,29.7002221,-95.36132041,77021
22480,29.87867344,-95.45843504,77088
22484,29.76162058,-95.21886432,77547
22486,29.76736062,-95.33469388,77020
22588,29.79010206,-95.37560261,77009
22700,29.78337097,-95.39405834,77007
22740,29.84474174,-95.49216454,77092
22766,29.74126528,-95.36085155,77002
22829,29.706230100000003,-95.40301521,77030
22839,29.79280683,-95.4634334,77055
22961,29.85841358,-95.33210002,77093
22987,29.74971585,-95.30322255,77011
23055,29.74024009,-95.31713881,77011
23357,29.74486741,-95.37957763,77002
23498,29.706230100000003,-95.40301521,77030
23561,29.70038024,-95.2871323,77087
23574,29.694419800000002,-95.41438429,77054
23641,29.61971479,-95.28213492,77075
23642,29.56314973,-95.14598049,77062
23691,29.69909676,-95.38220982,77021
23810,29.78867713,-95.40887448,77008
23897,29.69544212,-95.37314613,77021
23913,29.6831031,-95.43521912,77025
24056,29.6703147,-95.25226606,77017
24104,29.78130148,-95.35867317,77009
24266,29.62738251,-95.20206169,77034
24302,29.97471281,-95.58381593,77070
24487,29.73092268,-95.32414254,77023
24512,29.73772241,-95.42375951,77098
24540,29.83699927,-95.34554240000001,77093
24708,29.82545846,-95.45424649,77092
24753,30.059613300000002,-95.12388632,77336
24845,29.64811279,-95.28871367,77061
24906,29.74218751,-95.36645499,77002
24938,29.78695877,-95.29654691,77026
24941,29.88978771,-95.42626183,77088
24943,29.77108471,-95.42327718,77007
24979,30.011219099999998,-95.10931341,None
24988,29.74639138,-95.38481141,77006
25030,29.89251526,-95.41462714,77037
25074,29.67231554,-95.43669135,77025
25125,29.74165727,-95.35048684,77003
25127,29.73927124,-95.34582524,77003
25136,29.78371439,-95.37592321,77009
25172,29.83251764,-95.52639016,77080
25173,29.63304892,-95.36043556,77051
25175,29.63304892,-95.36043556,77051
25246,29.84393699,-95.35643001,77076
25293,29.80465329,-95.38193509999999,77009
25327,29.77457241,-95.29626223,77020
25352,29.64342872,-95.25278469,77075
25418,29.80078896,-95.36791982,77009
25565,29.81512067,-95.53227245,77080
25627,29.78888702,-95.68833916,77094
25656,29.77080351,-95.37006374,77201
25807,29.76404003,-95.36187738,77201
25811,29.750057199999997,-95.47696692,77056
25853,29.72505957,-95.37245179,77004
25858,29.61991693,-95.26673901,77075
25965,29.76894388,-95.54437263,77042
25977,29.64914123,-95.37058262,77051
25986,29.76967996,-95.41247572,77007
26007,29.62975118,-95.22116095,77034
26042,29.71693048,-95.31880193,77023
26117,29.79904183,-95.57961265,77043
26118,29.79904183,-95.57961265,77043
26212,29.762411100000005,-95.48345957,77057
26218,29.75311469,-95.40475456,77019
26240,29.57942006,-95.12495422,77062
26372,29.61368224,-95.26108828,77075
26394,29.55293089,-95.12788397,77598
26581,29.80265999,-95.42430872,77008
26597,29.69230456,-95.2447587,77017
26624,29.750057199999997,-95.47696692,77056
26707,29.75311469,-95.40475456,77019
26732,29.78218449,-95.3293686,77020
26735,29.72680849,-95.47075656,77401
26811,29.706230100000003,-95.40301521,77030
26824,29.706230100000003,-95.40301521,77030
26849,29.75311469,-95.40475456,77019
26863,29.745561499999997,-95.38166813,77006
26919,29.94340518,-95.32151784,77032
26938,29.65947875,-95.44132705,77045
26973,29.68515772,-95.36505881,77021
27041,29.85464489,-95.43344106,77091
27088,29.59619322,-95.47039031,77053
27098,29.66302688,-95.49603276,77096
27172,29.77470385,-95.42331704,77007
27221,29.84791575,-95.39492628,77076
27289,29.77729225,-95.29883572,77020
27411,29.75392152,-95.6061096,77077
27455,30.06514365,-95.24266044,77339
27459,29.69975094,-95.44322967,77025
27670,29.73224627,-95.35911558,77003
27685,29.710206899999996,-95.40341176,77030
27690,29.68268962,-95.43440168,77025
27753,29.832249100000002,-95.26521418,77078
27810,29.77365312,-95.38034813,77201
27818,29.69975094,-95.44322967,77025
27831,29.73578221,-95.29743163,77011
27864,29.80826386,-95.30578606,77026
27869,29.79860491,-95.36872094,77009
27912,29.8001423,-95.52017976,77080
27957,29.87767526,-95.29743396,77016
27958,29.87568537,-95.28103906,77016
27972,29.69176857,-95.27191165,77017
27997,29.80078896,-95.36791982,77009
28021,29.65269662,-95.38019553,77051
28113,29.83028613,-95.37143714,77022
28131,29.73578221,-95.29743163,77011
28344,29.70884155,-95.60719548,77072
28391,29.77728473,-95.37817389,77009
28406,29.55293089,-95.12788397,77598
28510,29.83524718,-95.46463049,77092
28514,29.87099272,-95.35189051,77093
28518,29.87099272,-95.35189051,77093
28537,29.661878299999998,-95.48219946,77096
28553,29.84630404,-95.33300795,77093
28640,29.74028591,-95.25534063,77029
28691,29.67462168,-95.34825896,77033
28694,29.85421181,-95.33310694,77093
28724,29.68420032,-95.5303802,77036
28777,29.66235352,-95.34066011,77033
28811,29.64809554,-95.78310269,None
28818,29.66098223,-95.3285369,77033
28892,29.81750731,-95.28529276,77028
28899,29.75712026,-95.34516903,77003
28990,29.67065422,-95.37360387,77051
29030,29.80372047,-95.41804705,77008
29128,29.68527412,-95.35101321,77021
29172,29.78470418,-95.19767768,77015
29174,29.78624162,-95.19663242,77015
29200,29.87557821,-95.38347715,77037
29325,29.85170738,-95.35636134,77093
29396,29.75392152,-95.6061096,77077
29434,29.84269525,-95.36257923,77076
29435,29.84269525,-95.36257923,77076
29439,29.72126208,-95.26435092,77012
29494,29.64032226,-95.42587564,77045
29591,29.87793919,-95.43762209999998,77088
29593,29.86558593,-95.36443239,77076
29622,29.58081238,-95.12957769,77062
29828,29.83571618,-95.25424201,77078
29849,29.68639374,-95.57836161,77072
29853,29.67208098,-95.32780444,77033
29889,30.0433005,-95.19709768,77339
29899,29.73290068,-95.52516165,77063
29926,29.74135403,-95.38990009999999,77006
29943,29.62303206,-95.22082198,77034
29948,29.706230100000003,-95.40301521,77030
29953,29.84598552,-95.31479637,77016
29976,29.86021616,-95.33212282,77093
29985,29.710206899999996,-95.40341176,77030
30030,29.77005192,-95.31956471,77020
30053,29.74948697,-95.55337516,77042
30132,29.78756706,-95.29655447,77026
30137,29.78745845,-95.30736549,77026
30267,29.750057199999997,-95.47696692,77056
30325,29.706230100000003,-95.40301521,77030
30381,29.68199346,-95.27456668,77017
30385,29.75297342,-95.33838662,77003
30520,29.69879922,-95.6178208,77072
30613,29.67221077,-95.36031352,77051
30619,29.88112266,-95.45468137,77088
30624,29.68895451,-95.43043341,77025
30636,29.704900800000004,-95.54668421,77036
30689,29.81191051,-95.41228494,77008
30707,29.79280683,-95.4634334,77055
30741,29.74978826,-95.39135708,77006
30747,29.78042231,-95.35609436,77009
30749,29.99483395,-95.11720732,None
30781,29.76388168,-95.28714763,77011
30786,29.65837671,-95.28889474,77061
30793,29.76388168,-95.28714763,77011
30842,29.750057199999997,-95.47696692,77056
30849,29.812390500000003,-95.38592335,77022
30908,29.81809807,-95.39062504,77022
30920,29.69124385,-95.37481001,77021
30948,29.78983694,-95.35012815,77009
31001,29.78624162,-95.19663242,77015
31016,29.78470418,-95.19767768,77015
31076,29.78253616,-95.42891404,77008
31122,29.75703423,-95.38134000000001,77002
31143,29.84058581,-95.30007176,77028
31192,29.85023889,-95.38732908,77076
31212,29.78347024,-95.29898064,77020
31244,29.69975094,-95.44322967,77025
31314,29.68629264,-95.28434749,77087
31332,29.76388168,-95.28714763,77011
31382,29.78281728,-95.33583767,77020
31412,29.84725569,-95.39764842,77076
31426,29.78347024,-95.29898064,77020
31622,29.78414334,-95.45677943,77008
31746,29.78624162,-95.19663242,77015
31768,29.78470418,-95.19767768,77015
31891,29.69343377,-95.24216463,77017
31947,29.74381646,-95.29888911,77011
31980,29.83072808,-95.26520013,77078
32002,29.76670643,-95.5473099,77042
32004,29.83863632,-95.42065427,77018
32045,29.73258011,-95.33049778,77023
32070,29.61199185,-95.30200963,77048
32115,29.85698298,-95.25141241,77078
32144,29.78079788,-95.29482264,77020
32382,29.61283311,-95.30980693,77048
32482,29.87568537,-95.28103906,77016
32515,29.92464649,-95.41175079,77060
32581,29.81962253,-95.20997795,77013
32703,29.92346313,-95.39408932,77060
32727,29.65698443,-95.3325119,77033
32773,29.77890972,-95.33315541,77020
32792,29.82183912,-95.34811641,77022
32794,29.82190768,-95.34447440000001,77026
32957,29.71638879,-95.61511991,77082
33044,29.686611199999998,-95.23278038,77017
33060,29.68522824,-95.37498477,77021
33084,29.59378533,-95.1184804,77059
33154,29.77332866,-95.24736385,77029
33224,29.69979541,-95.39921228,77030
33267,29.79112062,-95.52577978,77080
33278,29.70138738,-95.53613287,77036
33312,29.7415523,-95.34418492,77003
33331,29.69343377,-95.24216463,77017
33393,29.78414334,-95.45677943,77008
33412,29.56031612,-95.12865451,77062
33427,29.80654344,-95.5271214,77080
33649,29.69230456,-95.2447587,77017
33655,29.76015287,-95.30431368,77020
33671,29.78153603,-95.29163368,77020
33742,29.79419137,-95.40913387,77008
33764,29.59732063,-95.47718803,77053
33799,29.68586529,-95.47932443,77096
33810,29.80935475,-95.52802270000001,77080
33871,29.68452842,-95.31031803,77087
34043,29.61787026,-95.50115203,77085
34057,29.68268962,-95.43440168,77025
34112,29.7627812,-95.36160265,77201
34147,29.77552596,-95.4135513,77007
34148,29.69343377,-95.24216463,77017
34170,29.82035368,-95.34251767,77026
34178,29.69909676,-95.38220982,77021
34380,29.87565426,-95.372979,77076
34500,29.85615648,-95.39996319,77076
34520,29.81798517,-95.33184923,77026
34589,29.76870156,-95.30120851,77020
34686,29.84655756,-95.29846201,77016
34972,29.80451206,-95.54743947,77080
35245,29.69602496,-95.29256394,77087
35312,29.946142100000003,-95.43345632,77067
35405,29.65163608,-95.52796933,77071
35467,29.73473932,-95.25730136,77012
35521,29.75067323,-95.26545713,77029
35561,29.73324776,-95.33025364,77023
35659,29.82154463,-95.41591651,77018
35707,29.80280874,-95.4080277,77008
35718,29.84541841,-95.53744096,77040
35791,29.7169647,-95.27445988,77012
35793,29.750057199999997,-95.47696692,77056
35799,29.79117971,-95.37702188,77009
35932,29.61283311,-95.30980693,77048
36271,29.64012714,-95.42497737,77045
36305,29.75038709,-95.3650207,77002
36368,29.74877917,-95.41648104,77019
36384,29.74877917,-95.41648104,77019
36410,29.88536134,-95.29006522,77050
36416,29.81241229,-95.41494749,77008
36481,29.74987988,-95.48603812,77057
36492,29.80078896,-95.36791982,77009
